word,morphemes
manazary,"[""man"", ""hazary""]"
manazatra,"[""mana"", ""zatra""]"
manazava,"[""mana"", ""zava""]"
manazavozavo,"[""mana"", ""zavozavo""]"
manazimba,"[""mana"", ""zimba""]"
manazimbazimba,"[""mana"", ""zimba"", ""zimba""]"
manazo,"[""man"", ""tazo""]"
manazy,"[""man"", ""sazy""]"
manda,"[""man"", ""la""]"
mandaboboka,"[""man"", ""daboboka""]"
mandabodaboka,"[""man"", ""daboka"", ""daboka""]"
mandaboka,"[""man"", ""daboka""]"
mandadilady,"[""man"", ""lady"", ""lady""]"
mandadina,"[""man"", ""lady"", ""ina""]"
mandady,"[""man"", ""lady""]"
mandafatra,"[""man"", ""lafatra""]"
mandafika,"[""man"", ""lafika""]"
mandafike,"[""man"", ""lafike""]"
mandafiky,"[""man"", ""lafiky""]"
mandafo,"[""man"", ""lafo""]"
mandafy,"[""man"", ""lafy""]"
mandaginy,"[""man"", ""laginy""]"
mandahasa,"[""man"", ""lahasa""]"
mandahateny,"[""man"", ""lahateny""]"
mandahatra,"[""man"", ""lahatra""]"
mandahatse,"[""man"", ""lahatse""]"
mandahilahy,"[""man"", ""lahy"", ""lahy""]"
mandaina,"[""man"", ""daina""]"
mandainalaina,"[""man"", ""laina"", ""laina""]"
mandainga,"[""man"", ""lainga""]"
mandaingo,"[""man"", ""laingo""]"
mandaitra,"[""man"", ""laitra""]"
mandaka,"[""man"", ""daka""]"
mandakana,"[""man"", ""lakana""]"
mandakotra,"[""man"", ""dakotra""]"
mandala,"[""man"", ""lala""]"
mandalaka,"[""man"", ""lalaka""]"
mandalake,"[""man"", ""lalake""]"
mandalatra,"[""man"", ""lalatra""]"
mandale,"[""man"", ""lale""]"
mandalina,"[""man"", ""lalina""]"
mandalo,"[""man"", ""lalo""]"
mandalotra,"[""man"", ""lalotra""]"
mandalotse,"[""man"", ""lalotse""]"
mandama,"[""man"", ""lama""]"
mandamaka,"[""man"", ""lamaka""]"
mandamako,"[""man"", ""lamako""]"
mandamaky,"[""man"", ""lamaky""]"
mandamba,"[""man"", ""lamba""]"
mandambana,"[""man"", ""lambana""]"
mandambo,"[""man"", ""lambo""]"
mandambolambo,"[""man"", ""lambo"", ""lambo""]"
mandamina,"[""man"", ""lamina""]"
mandamoka,"[""man"", ""lamoka""]"
mandampatra,"[""man"", ""lampatra""]"
mandandana,"[""man"", ""landana""]"
mandane,"[""man"", ""lane""]"
mandango,"[""man"", ""lango""]"
mandangolango,"[""man"", ""lango"", ""lango""]"
mandanilany,"[""man"", ""lany"", ""lany""]"
mandanja,"[""man"", ""lanja""]"
mandano,"[""man"", ""lano""]"
mandanona,"[""man"", ""lanona""]"
mandanto,"[""man"", ""lanto""]"
mandany,"[""man"", ""lany""]"
mandao,"[""man"", ""lao""]"
mandaoka,"[""man"", ""laoka""]"
mandaosa,"[""man"", ""laosa""]"
mandapoake,"[""man"", ""lapoake""]"
mandaro,"[""man"", ""laro""]"
mandaroka,"[""man"", ""daroka""]"
mandasa,"[""man"", ""lasa""]"
mandasitra,"[""man"", ""lasitra""]"
mandasy,"[""man"", ""lasy""]"
mandatsa,"[""man"", ""latsa""]"
mandatsaka,"[""man"", ""latsaka""]"
mandatsy,"[""man"", ""latsy""]"
mandavaka,"[""man"", ""lavaka""]"
mandavake,"[""man"", ""lavake""]"
mandavenona,"[""man"", ""lavenona""]"
mandaviana,"[""man"", ""laviana""]"
mandavo,"[""man"", ""lavo""]"
mandavorary,"[""man"", ""lavorary""]"
manday,"[""man"", ""lay""]"
mandaza,"[""man"", ""laza""]"
mandazo,"[""man"", ""lazo""]"
mandefa,"[""man"", ""lefa""]"
mandefe,"[""man"", ""lefe""]"
mandefitra,"[""man"", ""lefitra""]"
mandefona,"[""man"", ""lefona""]"
mandefy,"[""man"", ""lefy""]"
mandeha,"[""man"", ""leha""]"
mandelika,"[""man"", ""lelika""]"
mandemaka,"[""man"", ""lemaka""]"
mandemboke,"[""man"", ""lemboke""]"
mandemby,"[""man"", ""lemby""]"
mandemolemo,"[""man"", ""lemo"", ""lemo""]"
mandempa,"[""man"", ""dempa""]"
mandempona,"[""man"", ""lempona""]"
mandemy,"[""man"", ""lemy""]"
mandena,"[""man"", ""lena""]"
mandengo,"[""man"", ""lengo""]"
mandeno,"[""man"", ""leno""]"
mandenta,"[""man"", ""lenta""]"
mandentidentika,"[""man"", ""lentika"", ""lentika""]"
mandentika,"[""man"", ""lentika""]"
mandentike,"[""man"", ""lentike""]"
mandeo,"[""man"", ""leo""]"
mandesoka,"[""man"", ""lesoka""]"
mandetra,"[""man"", ""letra""]"
mandetry,"[""man"", ""letry""]"
mandetsy,"[""man"", ""letsy""]"
mandety,"[""man"", ""lety""]"
mandevilevy,"[""man"", ""levy"", ""levy""]"
mandevina,"[""man"", ""levina""]"
mandevo,"[""man"", ""levo""]"
mandevona,"[""man"", ""levona""]"
mandevy,"[""man"", ""levy""]"
mandia,"[""man"", ""dia""]"
mandiditra,"[""man"", ""diditra""]"
mandidy,"[""man"", ""didy""]"
mandifika,"[""man"", ""difika""]"
mandifotra,"[""man"", ""difotra""]"
mandify,"[""man"", ""dify""]"
mandihy,"[""man"", ""dihy""]"
mandika,"[""man"", ""dika""]"
mandikadika,"[""man"", ""dika"", ""dika""]"
mandikatra,"[""man"", ""dikatra""]"
mandilana,"[""man"", ""dilana""]"
mandilatra,"[""man"", ""dilatra""]"
mandilatse,"[""man"", ""lilatse""]"
mandilotra,"[""man"", ""dilotra""]"
mandily,"[""man"", ""lily""]"
mandima,"[""man"", ""lima""]"
mandimandina,"[""man"", ""dina"", ""man"", ""dina""]"
mandimbana,"[""man"", ""dimbana""]"
mandimby,"[""man"", ""dimby""]"
mandina,"[""man"", ""dina""]"
mandinadinaka,"[""man"", ""d"", ""in"", ""aka"", ""d"", ""in"", ""aka""]"
mandinaka,"[""man"", ""d"", ""in"", ""aka""]"
mandindina,"[""man"", ""dindina""]"
mandinga,"[""man"", ""dinga""]"
mandingana,"[""man"", ""dingana""]"
mandinika,"[""man"", ""d"", ""in"", ""ika""]"
mandinike,"[""man"", ""dinike""]"
mandiny,"[""man"", ""diny""]"
mandio,"[""man"", ""dio""]"
mandisa,"[""man"", ""disa""]"
mandisaka,"[""man"", ""disaka""]"
mandiso,"[""man"", ""diso""]"
mandisoke,"[""man"", ""disoke""]"
manditra,"[""m"", ""handitra""]"
manditsaka,"[""man"", ""ditsaka""]"
manditsika,"[""man"", ""ditsika""]"
manditsoka,"[""man"", ""ditsoka""]"
mandity,"[""man"", ""dity""]"
mando,"[""m"", ""ando""]"
mando,"[""man"", ""lo""]"
mandoa,"[""man"", ""loa""]"
mandoaka,"[""man"", ""loaka""]"
mandoana,"[""man"", ""doana""]"
mandoatra,"[""man"", ""loatra""]"
mandoboka,"[""man"", ""doboka""]"
mandodoke,"[""man"", ""ndodoke""]"
mandodona,"[""man"", ""dodona""]"
mandofitra,"[""man"", ""dofitra""]"
mandofo,"[""man"", ""lofo""]"
mandohalika,"[""man"", ""lohalika""]"
mandoka,"[""man"", ""loka""]"
mandoka,"[""man"", ""doka""]"
mandoko,"[""man"", ""loko""]"
mandokoro,"[""man"", ""lokoro""]"
mandokoroka,"[""man"", ""dokoroka""]"
mandolo,"[""man"", ""lo"", ""lo""]"
mandomando,"[""man"", ""lo"", ""man"", ""lo""]"
mandomba,"[""man"", ""domba""]"
mandombo,"[""man"", ""dombo""]"
mandona,"[""man"", ""dona""]"
mandonaka,"[""man"", ""donaka""]"
mandonda,"[""man"", ""donda""]"
mandondona,"[""man"", ""ndondona""]"
mandondona,"[""man"", ""dondona""]"
mandongilongy,"[""man"", ""longilongy""]"
mandonjilonjy,"[""man"", ""lonjilonjy""]"
mandoro,"[""man"", ""doro""]"
mandositra,"[""man"", ""lositra""]"
mandoto,"[""man"", ""loto""]"
mandotra,"[""man"", ""dotra""]"
mandotso,"[""man"", ""lotso""]"
mandova,"[""man"", ""lova""]"
mandoza,"[""man"", ""loza""]"
mandozoka,"[""man"", ""lozoka""]"
mandozotra,"[""man"", ""lozotra""]"
mandrabaka,"[""man"", ""rabaka""]"
mandrabao,"[""man"", ""rabao""]"
mandrabaraba,"[""man"", ""raba"", ""raba""]"
mandraboka,"[""man"", ""raboka""]"
mandradraka,"[""man"", ""dradraka""]"
mandrafana,"[""man"", ""rafana""]"
mandrafitra,"[""man"", ""rafitra""]"
mandrafodrafoka,"[""man"", ""rafoka"", ""rafoka""]"
mandrafoka,"[""man"", ""rafoka""]"
mandrafozana,"[""man"", ""rafozana""]"
mandrafy,"[""man"", ""rafy""]"
mandrahaka,"[""man"", ""rahaka""]"
mandrahana,"[""man"", ""rahana""]"
mandraharaha,"[""man"", ""raharaha""]"
mandraho,"[""man"", ""raho""]"
mandrahona,"[""man"", ""rahona""]"
mandraidraika,"[""man"", ""raika"", ""raika""]"
mandraika,"[""man"", ""raika""]"
mandraikiraiky,"[""man"", ""raikiraiky""]"
mandraikitra,"[""man"", ""raikitra""]"
mandraingiraingy,"[""man"", ""raingy"", ""raingy""]"
mandraingy,"[""man"", ""raingy""]"
mandrairay,"[""man"", ""ray"", ""ray""]"
mandraka,"[""m"", ""andraka""]"
mandraka,"[""man"", ""raka""]"
mandrakaraka,"[""man"", ""rakaraka""]"
mandrako,"[""man"", ""drako""]"
mandrakotra,"[""man"", ""rakotra""]"
mandramatra,"[""man"", ""ramatra""]"
mandramba,"[""man"", ""ramba""]"
mandrambatra,"[""man"", ""rambatra""]"
mandrambo,"[""man"", ""rambo""]"
mandrambona,"[""man"", ""rambona""]"
mandramby,"[""man"", ""ramby""]"
mandramondramona,"[""man"", ""ramondramona""]"
mandrampa,"[""man"", ""rampa""]"
mandrampy,"[""man"", ""rampy""]"
mandrandrana,"[""man"", ""randrana""]"
mandranga,"[""man"", ""ranga""]"
mandrangitra,"[""man"", ""rangitra""]"
mandrango,"[""man"", ""rango""]"
mandrangotra,"[""man"", ""rangotra""]"
mandrangy,"[""man"", ""rangy""]"
mandranitra,"[""man"", ""ranitra""]"
mandranjo,"[""man"", ""ranjo""]"
mandranodranoka,"[""man"", ""ranoka"", ""ranoka""]"
mandranofotsy,"[""man"", ""ranofotsy""]"
mandranoka,"[""man"", ""ranoka""]"
mandranorano,"[""man"", ""rano"", ""rano""]"
mandrantina,"[""man"", ""rantina""]"
mandrantiranty,"[""man"", ""ranty"", ""ranty""]"
mandranto,"[""man"", ""ranto""]"
mandrantsana,"[""man"", ""rantsana""]"
mandraoka,"[""man"", ""raoka""]"
mandraotra,"[""man"", ""raotra""]"
mandrapadrapaka,"[""man"", ""rapaka"", ""rapaka""]"
mandrapaka,"[""man"", ""rapaka""]"
mandrara,"[""man"", ""rara""]"
mandraraka,"[""man"", ""raraka""]"
mandraratra,"[""man"", ""raratra""]"
mandrary,"[""man"", ""rary""]"
mandrasa,"[""man"", ""rasa""]"
mandratra,"[""man"", ""ratra""]"
mandrava,"[""man"", ""rava""]"
mandravaka,"[""man"", ""ravaka""]"
mandravina,"[""man"", ""ravina""]"
mandraviravy,"[""man"", ""raviravy""]"
mandravitra,"[""man"", ""ravitra""]"
mandravoka,"[""man"", ""ravoka""]"
mandravona,"[""man"", ""ravona""]"
mandravoravo,"[""man"", ""ravo"", ""ravo""]"
mandravy,"[""man"", ""ravy""]"
mandray,"[""man"", ""ray""]"
mandrazorazo,"[""man"", ""razorazo""]"
mandre,"[""man"", ""re""]"
mandrebaka,"[""man"", ""rebaka""]"
mandrebireby,"[""man"", ""rebireby""]"
mandreboka,"[""man"", ""reboka""]"
mandredaka,"[""man"", ""redaka""]"
mandredareda,"[""man"", ""redareda""]"
mandredona,"[""man"", ""redona""]"
mandrefarefa,"[""man"", ""refa"", ""refa""]"
mandrefotra,"[""man"", ""refotra""]"
mandrefy,"[""man"", ""refy""]"
mandrehitra,"[""man"", ""rehitra""]"
mandrehoka,"[""man"", ""rehoka""]"
mandrembona,"[""man"", ""rembona""]"
mandrendrika,"[""man"", ""rendrika""]"
mandrendrindrendrina,"[""man"", ""rendrindrendrina""]"
mandrendrirendry,"[""man"", ""rendrirendry""]"
mandrenoka,"[""man"", ""renoka""]"
mandrenty,"[""man"", ""renty""]"
mandrepirepy,"[""man"", ""repirepy""]"
mandrepoka,"[""man"", ""repoka""]"
mandreraka,"[""man"", ""reraka""]"
mandresaresa,"[""man"", ""resaresa""]"
mandresy,"[""man"", ""resy""]"
mandretaka,"[""man"", ""retaka""]"
mandretsika,"[""man"", ""retsika""]"
mandrevo,"[""man"", ""revo""]"
mandrezareza,"[""man"", ""reza"", ""reza""]"
mandrezatra,"[""man"", ""rezatra""]"
mandriaka,"[""man"", ""riaka""]"
mandriana,"[""man"", ""riana""]"
mandriaria,"[""man"", ""ria"", ""ria""]"
mandribariba,"[""man"", ""ribariba""]"
mandridana,"[""man"", ""ridana""]"
mandrifatra,"[""man"", ""rifatra""]"
mandrika,"[""man"", ""rika""]"
mandrimba,"[""man"", ""rimba""]"
mandrimorimo,"[""man"", ""rimo"", ""rimo""]"
mandrindra,"[""man"", ""rindra""]"
mandrindrina,"[""man"", ""rindrina""]"
mandringa,"[""man"", ""ringa""]"
mandringana,"[""man"", ""ringana""]"
mandriona,"[""man"", ""riona""]"
mandriorio,"[""man"", ""riorio""]"
mandripaka,"[""man"", ""ripaka""]"
mandrirana,"[""man"", ""rirana""]"
mandririnina,"[""man"", ""ririnina""]"
mandriririry,"[""man"", ""riry"", ""riry""]"
mandriry,"[""man"", ""riry""]"
mandrisika,"[""man"", ""risika""]"
mandritika,"[""man"", ""ritika""]"
mandritra,"[""man"", ""ritra""]"
mandritsoka,"[""man"", ""ritsoka""]"
mandrivana,"[""man"", ""rivana""]"
mandrivatry,"[""man"", ""rivatry""]"
mandrivirivy,"[""man"", ""rivirivy""]"
mandrivorivo,"[""man"", ""rivorivo""]"
mandrivotra,"[""man"", ""rivotra""]"
mandrizadrizatra,"[""man"", ""rizatra"", ""rizatra""]"
mandrizana,"[""man"", ""rizana""]"
mandrizatra,"[""man"", ""rizatra""]"
mandro,"[""m"", ""andro""]"
mandroaka,"[""man"", ""roaka""]"
mandroatra,"[""man"", ""roatra""]"
mandroba,"[""man"", ""roba""]"
mandrobaka,"[""man"", ""robaka""]"
mandrobo,"[""man"", ""robo""]"
mandroboka,"[""man"", ""roboka""]"
mandrobona,"[""man"", ""robona""]"
mandroborobo,"[""man"", ""roborobo""]"
mandrodaka,"[""man"", ""rodaka""]"
mandrodana,"[""man"", ""rodana""]"
mandrodaroda,"[""man"", ""rodaroda""]"
mandrodona,"[""man"", ""rodona""]"
mandrodorodo,"[""man"", ""rodo"", ""rodo""]"
mandrohona,"[""man"", ""rohona""]"
mandrohy,"[""man"", ""rohy""]"
mandroka,"[""man"", ""roka""]"
mandrokidroky,"[""man"", ""drokidroky""]"
mandrokiroky,"[""man"", ""roky"", ""roky""]"
mandroky,"[""man"", ""roky""]"
mandromba,"[""man"", ""romba""]"
mandrombaka,"[""man"", ""rombaka""]"
mandrombina,"[""man"", ""rombina""]"
mandromborombo,"[""man"", ""romborombo""]"
mandrombotra,"[""man"", ""rombotra""]"
mandromotra,"[""man"", ""romotra""]"
mandrompotra,"[""man"", ""rompotra""]"
mandrona,"[""man"", ""rona""]"
mandronaka,"[""man"", ""ronaka""]"
mandrondra,"[""man"", ""rondra""]"
mandrongatra,"[""man"", ""rongatra""]"
mandrongo,"[""man"", ""rongo""]"
mandrongony,"[""man"", ""rongony""]"
mandronjana,"[""man"", ""ronjana""]"
mandronjina,"[""man"", ""ronjina""]"
mandronjindronjina,"[""man"", ""ronjina"", ""ronjina""]"
mandronono,"[""man"", ""ronono""]"
mandrontona,"[""man"", ""rontona""]"
mandrontsana,"[""man"", ""rontsana""]"
mandrontsona,"[""man"", ""rontsona""]"
mandrora,"[""man"", ""rora""]"
mandroraka,"[""man"", ""roraka""]"
mandroridroritra,"[""man"", ""roritra"", ""roritra""]"
mandroritra,"[""man"", ""roritra""]"
mandroro,"[""man"", ""roro""]"
mandroroa,"[""man"", ""ro"", ""roa""]"
mandrorona,"[""man"", ""rorona""]"
mandrosarosa,"[""man"", ""rosarosa""]"
mandroso,"[""man"", ""roso""]"
mandrota,"[""man"", ""rota""]"
mandrotika,"[""man"", ""rotika""]"
mandrotoroto,"[""man"", ""rotoroto""]"
mandrotsaka,"[""man"", ""rotsaka""]"
mandrotsirotsy,"[""man"", ""rotsy"", ""rotsy""]"
mandrotsy,"[""man"", ""rotsy""]"
mandrova,"[""man"", ""rova""]"
mandrovirovy,"[""man"", ""rovirovy""]"
mandrovitra,"[""man"", ""rovitra""]"
mandroy,"[""man"", ""roy""]"
mandrozana,"[""man"", ""rozana""]"
mandrozaroza,"[""man"", ""rozaroza""]"
mandrozatra,"[""man"", ""rozatra""]"
mandry,"[""m"", ""andry""]"
mandy,"[""man"", ""dy""]"
mane,"[""m"", ""hane""]"
maneatse,"[""man"", ""heatse""]"
manebaheba,"[""man"", ""hebaheba""]"
manebaka,"[""man"", ""tebaka""]"
manebiheby,"[""man"", ""heby"", ""heby""]"
manebiseby,"[""man"", ""sebiseby""]"
maneby,"[""man"", ""heby""]"
manedede,"[""man"", ""ede"", ""ede""]"
manediky,"[""man"", ""ediky""]"
manedrahedra,"[""man"", ""hedrahedra""]"
manefa,"[""man"", ""efa""]"
manefahefa,"[""man"", ""hefahefa""]"
manefake,"[""man"", ""hefake""]"
manefaky,"[""man"", ""hefaky""]"
manefatra,"[""man"", ""efatra""]"
manefe,"[""man"", ""tefe""]"
manefikefika,"[""man"", ""hefikefika""]"
manefina,"[""man"", ""hefina""]"
manefitra,"[""man"", ""efitra""]"
manefitrefitra,"[""man"", ""efitra"", ""efitra""]"
manefo,"[""man"", ""efo""]"
manefohefo,"[""man"", ""hefohefo""]"
manefy,"[""man"", ""tefy""]"
manehaka,"[""man"", ""tehaka""]"
manehakehaka,"[""man"", ""hehaka"", ""hehaka""]"
manehatehaka,"[""man"", ""tehaka"", ""tehaka""]"
manehatra,"[""man"", ""sehatra""]"
manehitra,"[""man"", ""hehitra""]"
maneho,"[""man"", ""seho""]"
manehoeho,"[""man"", ""ehoeho""]"
maneja,"[""man"", ""heja""]"
manejokejo,"[""man"", ""kejo"", ""kejo""]"
maneky,"[""man"", ""eky""]"
manela,"[""man"", ""ela""]"
manelaka,"[""man"", ""elaka""]"
manelakelaka,"[""man"", ""elaka"", ""elaka""]"
manelanela,"[""man"", ""elanela""]"
manelanelana,"[""man"", ""elana"", ""elana""]"
manelatra,"[""man"", ""helatra""]"
manelatrelatra,"[""man"", ""helatra"", ""helatra""]"
manelatse,"[""man"", ""helatse""]"
manelatselaka,"[""man"", ""selaka"", ""selaka""]"
manelengele,"[""man"", ""elengele""]"
manelihely,"[""man"", ""helihely""]"
manelika,"[""man"", ""helika""]"
manelingelina,"[""man"", ""helingelina""]"
manelintselina,"[""man"", ""selintselina""]"
manelisely,"[""man"", ""selisely""]"
manelo,"[""man"", ""elo""]"
manelohelo,"[""man"", ""helo"", ""helo""]"
manelonelo,"[""man"", ""elonelo""]"
manelontselona,"[""man"", ""selontselona""]"
maneloselo,"[""man"", ""seloselo""]"
manely,"[""man"", ""ely""]"
manemana,"[""man"", ""hemana""]"
manembahemba,"[""man"", ""hembahemba""]"
manembana,"[""man"", ""sembana""]"
manembana,"[""man"", ""embana""]"
manembankembana,"[""man"", ""hembana"", ""hembana""]"
manembantsembana,"[""man"", ""sembana"", ""sembana""]"
manemboka,"[""man"", ""emboka""]"
manemboke,"[""man"", ""emboke""]"
manembona,"[""man"", ""embona""]"
manemitra,"[""man"", ""temitra""]"
manemo,"[""man"", ""hemo""]"
manemotra,"[""man"", ""hemotra""]"
manemotse,"[""man"", ""hemotse""]"
manempaempa,"[""man"", ""empaempa""]"
manempaka,"[""man"", ""empaka""]"
manempempa,"[""man"", ""empempa""]"
manempo,"[""man"", ""empo""]"
manempoka,"[""man"", ""empoka""]"
manempotra,"[""man"", ""sempotra""]"
manempotse,"[""man"", ""sempotse""]"
manempotsempotra,"[""man"", ""sempotra"", ""sempotra""]"
manena,"[""man"", ""nena""]"
manenahena,"[""man"", ""hena"", ""hena""]"
manenakena,"[""man"", ""kenakena""]"
manenatena,"[""man"", ""tena"", ""tena""]"
manenda,"[""man"", ""kenda""]"
manendaka,"[""man"", ""endaka""]"
manendake,"[""man"", ""endake""]"
manendrasendra,"[""man"", ""sendra"", ""sendra""]"
manendratra,"[""man"", ""hendratra""]"
manendrihendry,"[""man"", ""hendry"", ""hendry""]"
manendrika,"[""man"", ""endrika""]"
manendrikendrika,"[""man"", ""endrika"", ""endrika""]"
manendro,"[""man"", ""tendro""]"
manendrotse,"[""man"", ""endrotse""]"
manendry,"[""man"", ""tendry""]"
manendy,"[""man"", ""endy""]"
manene,"[""man"", ""ene""]"
manenge,"[""man"", ""tenge""]"
manenika,"[""man"", ""henika""]"
maneniky,"[""man"", ""eniky""]"
manenina,"[""man"", ""nenina""]"
manenina,"[""man"", ""tenina""]"
maneninkenina,"[""man"", ""heninkenina""]"
manenitra,"[""man"", ""tenitra""]"
manenjana,"[""man"", ""henjana""]"
manenje,"[""man"", ""tenje""]"
manenjika,"[""man"", ""enjika""]"
manenjike,"[""man"", ""enjike""]"
maneno,"[""man"", ""neno""]"
maneno,"[""man"", ""eno""]"
manenona,"[""man"", ""tenona""]"
manentana,"[""man"", ""entana""]"
manentina,"[""man"", ""tentina""]"
manentitra,"[""man"", ""hentitra""]"
manentohento,"[""man"", ""hentohento""]"
manentse,"[""man"", ""sentse""]"
manentsina,"[""man"", ""tsentsina""]"
manenty,"[""man"", ""henty""]"
maneokeoka,"[""man"", ""keokeoka""]"
manepaky,"[""man"", ""epaky""]"
manepoka,"[""man"", ""kepoka""]"
manepoke,"[""man"", ""epoke""]"
manera,"[""man"", ""era""]"
manerahera,"[""man"", ""herahera""]"
maneraka,"[""man"", ""teraka""]"
manerake,"[""man"", ""terake""]"
manerakera,"[""man"", ""kera"", ""kera""]"
manerana,"[""man"", ""serana""]"
manerana,"[""man"", ""era"", ""ana""]"
manerasera,"[""man"", ""serasera""]"
manerika,"[""man"", ""erika""]"
manerike,"[""man"", ""erike""]"
manerinerina,"[""man"", ""erina"", ""erina""]"
manerisery,"[""man"", ""sery"", ""sery""]"
maneritery,"[""man"", ""tery"", ""tery""]"
maneritse,"[""man"", ""eritse""]"
manero,"[""man"", ""ero""]"
manerohero,"[""man"", ""herohero""]"
manerona,"[""man"", ""erona""]"
manerongerona,"[""man"", ""herongerona""]"
manerotra,"[""man"", ""herotra""]"
manery,"[""man"", ""tery""]"
manesiesy,"[""man"", ""esiesy""]"
manesika,"[""man"", ""sesika""]"
manesitany,"[""man"", ""sesitany""]"
maneso,"[""man"", ""eso""]"
manesoeso,"[""man"", ""eso"", ""eso""]"
manesokesoka,"[""man"", ""kesokesoka""]"
manesotra,"[""man"", ""esotra""]"
manesy,"[""man"", ""sesy""]"
manetoka,"[""man"", ""ketoka""]"
manetoketoka,"[""man"", ""ketoka"", ""ketoka""]"
manetona,"[""man"", ""etona""]"
manetonetona,"[""man"", ""etona"", ""etona""]"
manetra,"[""man"", ""setra""]"
manetriketrika,"[""man"", ""hetrika"", ""hetrika""]"
manetrinketrina,"[""man"", ""hetrina"", ""hetrina""]"
manetro,"[""man"", ""etro""]"
manetroka,"[""man"", ""setroka""]"
manetry,"[""man"", ""setry""]"
manetry,"[""man"", ""etry""]"
manetsa,"[""man"", ""ketsa""]"
manetsaka,"[""man"", ""hetsaka""]"
manetsaketsa,"[""man"", ""ketsa"", ""ketsa""]"
manetsaketsaka,"[""man"", ""etsaka"", ""etsaka""]"
manetsetra,"[""man"", ""tsetra"", ""tsetra""]"
manetsika,"[""man"", ""hetsika""]"
manetsiketsika,"[""man"", ""hetsika"", ""hetsika""]"
manetsiketsiky,"[""man"", ""hetsiketsiky""]"
manetsiky,"[""man"", ""etsiky""]"
manetsoke,"[""man"", ""setsoke""]"
manety,"[""man"", ""hety""]"
manety,"[""man"", ""ety""]"
manevaheva,"[""man"", ""heva"", ""heva""]"
manevateva,"[""man"", ""tevateva""]"
manevika,"[""man"", ""tevika""]"
manevingevina,"[""man"", ""hevingevina""]"
manevitevika,"[""man"", ""tevika"", ""tevika""]"
manevoka,"[""man"", ""evoka""]"
manevoke,"[""man"", ""evoke""]"
manevokevoka,"[""man"", ""evoka"", ""evoka""]"
manevy,"[""man"", ""hevy""]"
maneza,"[""man"", ""heza""]"
manezaka,"[""man"", ""ezaka""]"
manezakezaka,"[""man"", ""ezaka"", ""ezaka""]"
mangabaka,"[""man"", ""habaka""]"
mangabakabaka,"[""man"", ""habaka"", ""habaka""]"
mangaboka,"[""man"", ""ha"", ""boka""]"
mangaboka,"[""man"", ""gaboka""]"
mangadihady,"[""man"", ""hady"", ""hady""]"
mangadona,"[""man"", ""hadona""]"
mangadra,"[""man"", ""gadra""]"
mangady,"[""man"", ""hady""]"
mangafoka,"[""man"", ""hafoka""]"
mangafokafoka,"[""man"", ""hafoka"", ""hafoka""]"
mangaho,"[""man"", ""haho""]"
mangaihay,"[""man"", ""haihay""]"
mangaika,"[""man"", ""haika""]"
mangaika,"[""man"", ""gaika""]"
mangaina,"[""man"", ""gaina""]"
mangaina,"[""manga"", ""ina""]"
mangaingaina,"[""man"", ""gaingaina""]"
mangaka,"[""man"", ""haka""]"
mangalahala,"[""man"", ""halahala""]"
mangalatra,"[""man"", ""halatra""]"
mangalatse,"[""man"", ""halatse""]"
mangamanga,"[""manga"", ""manga""]"
mangamangana,"[""man"", ""gana"", ""man"", ""gana""]"
mangana,"[""man"", ""gana""]"
manganana,"[""man"", ""hanana""]"
mangananganana,"[""man"", ""hananganana""]"
manganihany,"[""man"", ""hanihany""]"
manganina,"[""man"", ""gana"", ""ina""]"
manganohano,"[""man"", ""hanohano""]"
mangaoka,"[""man"", ""haoka""]"
mangarahara,"[""man"", ""hara"", ""hara""]"
mangaraka,"[""man"", ""haraka""]"
mangarana,"[""man"", ""harana""]"
mangarangarana,"[""man"", ""harangarana""]"
mangarika,"[""man"", ""harika""]"
mangarina,"[""man"", ""hary"", ""ina""]"
mangaro,"[""man"", ""haro""]"
mangaroharo,"[""man"", ""haro"", ""haro""]"
mangaroka,"[""man"", ""haroka""]"
mangaroke,"[""man"", ""haroke""]"
mangarona,"[""man"", ""harona""]"
mangasihasy,"[""man"", ""hasihasy""]"
mangasohaso,"[""man"", ""hasohaso""]"
mangataka,"[""man"", ""hataka""]"
mangatake,"[""man"", ""hatake""]"
mangatrakatraka,"[""man"", ""hatraka"", ""hatraka""]"
mangatry,"[""man"", ""hatry""]"
mangatsakatsaka,"[""man"", ""hatsaka"", ""hatsaka""]"
mangatsiaka,"[""man"", ""hatsiaka""]"
mangatsiatsiaka,"[""man"", ""hatsiatsiaka""]"
mangatsieky,"[""man"", ""hatsieky""]"
mangatsohatso,"[""man"", ""hatso"", ""hatso""]"
mangatsokatsoke,"[""man"", ""ngatsokatsoke""]"
mangavina,"[""man"", ""havina""]"
mangavoka,"[""man"", ""havoka""]"
mangebaka,"[""man"", ""hebaka""]"
mangebikebika,"[""man"", ""hebikebika""]"
mangeboka,"[""man"", ""geboka""]"
mangedragedra,"[""man"", ""gedra"", ""gedra""]"
mangedrogedro,"[""man"", ""gedrogedro""]"
mangehy,"[""man"", ""gehy""]"
mangeja,"[""man"", ""geja""]"
mangeka,"[""man"", ""geka""]"
mangeliketika,"[""man"", ""heliketika""]"
mangeliketiky,"[""man"", ""heliketiky""]"
mangemahema,"[""man"", ""hemahema""]"
mangena,"[""man"", ""hena""]"
mangenagena,"[""man"", ""gena"", ""gena""]"
mangenahena,"[""man"", ""hena"", ""hena""]"
